2725,ANNVILLE-CLEONA SD,ANNVILLE CLEONA HS,E,Total,All Students,120,10,78.33,7.5,4.17,100
2725,ANNVILLE-CLEONA SD,ANNVILLE CLEONA HS,E,11,Historically Underperforming,30,0,63.33,23.33,13.33,
2725,ANNVILLE-CLEONA SD,ANNVILLE CLEONA HS,E,Total,Historically Underperforming,30,0,63.33,23.33,13.33,
2725,ANNVILLE-CLEONA SD,ANNVILLE CLEONA HS,M,11,All Students,117,12.82,66.67,17.95,2.56,
2725,ANNVILLE-CLEONA SD,ANNVILLE CLEONA HS,M,Total,All Students,117,12.82,66.67,17.95,2.56,100
2725,ANNVILLE-CLEONA SD,ANNVILLE CLEONA HS,M,11,Historically Underperforming,28,3.57,39.29,46.43,10.71,
2725,ANNVILLE-CLEONA SD,ANNVILLE CLEONA HS,M,Total,Historically Underperforming,28,3.57,39.29,46.43,10.71,
2725,ANNVILLE-CLEONA SD,ANNVILLE CLEONA HS,S,11,All Students,120,17.5,47.5,21.67,13.33,
2725,ANNVILLE-CLEONA SD,ANNVILLE CLEONA HS,S,Total,All Students,120,17.5,47.5,21.67,13.33,64
2725,ANNVILLE-CLEONA SD,ANNVILLE CLEONA HS,S,11,Historically Underperforming,30,10,30,23.33,36.67,
